timestamp,user,ip,city,country,latitude,longitude,device,mfa_result,success,role,is_admin
2026-01-02T23:16:30,dana,3.78.108.170,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-03T02:56:01,edgar,83.185.17.169,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-03T04:05:54,alice,163.214.94.42,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-03T06:00:04,hari,163.254.37.241,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-03T09:26:15,frida,47.184.128.157,New York,US,40.7128,-74.006,MacBook,1,0,employee,0
2026-01-03T11:10:41,geeta,248.191.155.186,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-03T11:23:22,alice,166.19.156.163,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,employee,0
2026-01-03T11:36:12,charlie,141.7.244.187,Chicago,US,41.8781,-87.6298,MacBook,1,1,analyst,0
2026-01-03T12:43:43,bob,57.102.253.154,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1
2026-01-03T12:43:44,hari,83.47.114.162,San Jose,US,37.3382,-121.8863,Win11-Work,1,1,engineer,0
2026-01-03T13:03:00,bob,196.66.75.84,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1
2026-01-03T13:38:28,bob,89.111.29.73,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1
2026-01-03T14:34:52,edgar,142.40.157.73,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-03T15:10:34,alice,254.237.164.177,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-03T15:31:19,geeta,173.247.177.173,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-03T17:05:40,frida,143.61.50.31,New York,US,40.7128,-74.006,Android,1,1,employee,0
2026-01-03T18:20:26,edgar,18.12.214.241,New York,US,40.7128,-74.006,Win11-Work,1,1,employee,0
2026-01-03T18:29:45,charlie,18.210.218.204,Chicago,US,41.8781,-87.6298,Win11-Work,1,1,analyst,0
2026-01-03T18:32:46,dana,128.51.156.52,New York,US,40.7128,-74.006,iPhone,1,1,analyst,0
2026-01-03T18:36:50,charlie,101.94.30.239,Chicago,US,41.8781,-87.6298,Win10-Laptop,1,1,analyst,0
2026-01-03T19:06:42,dana,108.213.231.27,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-03T19:13:08,hari,186.120.80.43,Dallas,US,32.7767,-96.797,MacBook,1,0,engineer,0
2026-01-04T00:05:58,dana,131.20.186.186,Frankfurt,DE,50.1109,8.6821,MacBook,1,0,analyst,0
2026-01-04T02:35:14,alice,59.211.9.207,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-04T03:40:42,frida,39.176.217.248,New York,US,40.7128,-74.006,Android,0,1,employee,0
2026-01-04T07:08:11,edgar,26.9.147.165,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-04T07:50:26,charlie,65.169.40.184,Chicago,US,41.8781,-87.6298,Android,1,1,analyst,0
2026-01-04T08:13:27,frida,117.12.27.190,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-04T08:20:25,alice,225.184.81.55,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-04T09:33:06,frida,130.57.119.198,New York,US,40.7128,-74.006,Win11-Work,1,1,employee,0
2026-01-04T09:38:45,edgar,214.21.120.206,Dallas,US,32.7767,-96.797,MacBook,1,1,employee,0
2026-01-04T11:46:12,hari,74.148.115.248,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-04T12:07:00,bob,137.181.59.129,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1
2026-01-04T13:06:57,dana,76.68.119.13,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-04T13:12:54,geeta,112.216.161.220,Frankfurt,DE,50.1109,8.6821,Win11-Work,1,1,employee,0
2026-01-04T13:49:16,dana,105.76.42.11,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-04T14:35:31,dana,61.1.4.172,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-04 02:00:00,bob,190.11.112.5,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,admin,1
2026-01-04T15:10:30,hari,195.40.210.245,San Jose,US,37.3382,-121.8863,MacBook,1,1,engineer,0
2026-01-04T16:25:51,geeta,29.209.5.179,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,0,employee,0
2026-01-04T16:27:50,charlie,150.103.137.130,Chicago,US,41.8781,-87.6298,Android,1,1,analyst,0
2026-01-04T16:40:12,hari,249.93.102.97,San Jose,US,37.3382,-121.8863,iPhone,1,0,engineer,0
2026-01-04T16:50:34,geeta,122.109.6.30,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-04T16:53:24,edgar,66.13.94.57,New York,US,40.7128,-74.006,Android,1,1,employee,0
2026-01-04T18:41:31,alice,68.36.64.191,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-04T18:58:30,frida,14.166.94.73,New York,US,40.7128,-74.006,Android,1,1,employee,0
2026-01-04T23:59:58,charlie,248.93.180.230,Chicago,US,41.8781,-87.6298,Win11-Work,1,0,analyst,0
2026-01-05T04:03:52,edgar,214.78.20.242,New York,US,40.7128,-74.006,Android,1,1,employee,0
2026-01-05T06:57:28,dana,96.209.88.47,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-05T08:29:58,bob,182.164.107.75,London,GB,51.5074,-0.1278,Win11-Work,1,1,admin,1
2026-01-05T09:38:04,alice,65.249.142.221,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-05T10:13:33,edgar,135.169.64.146,Dallas,US,32.7767,-96.797,Win10-Laptop,1,1,employee,0
2026-01-05T10:21:50,charlie,131.192.133.143,Chicago,US,41.8781,-87.6298,Win10-Laptop,0,1,analyst,0
2026-01-05T10:35:34,alice,103.93.57.36,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-05T11:14:49,frida,223.52.97.229,Dallas,US,32.7767,-96.797,Win10-Laptop,1,1,employee,0
2026-01-05T11:40:03,edgar,211.95.204.182,New York,US,40.7128,-74.006,Win11-Work,1,1,employee,0
2026-01-05T12:37:15,geeta,14.86.3.27,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,employee,0
2026-01-05T12:40:54,geeta,189.149.153.188,Philadelphia,US,39.9526,-75.1652,Android,1,1,employee,0
2026-01-05T13:23:05,bob,103.135.21.102,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1
2026-01-05T13:32:31,alice,41.203.175.109,Philadelphia,US,39.9526,-75.1652,Win11-Work,1,1,employee,0
2026-01-05T14:34:09,hari,79.117.73.97,San Jose,US,37.3382,-121.8863,iPhone,1,1,engineer,0
2026-01-05T14:35:38,hari,51.40.235.49,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-05T15:06:52,dana,206.174.81.110,New York,US,40.7128,-74.006,MacBook,0,1,analyst,0
2026-01-05T16:07:25,bob,118.213.177.236,London,GB,51.5074,-0.1278,MacBook,1,1,admin,1
2026-01-05T16:15:46,frida,192.174.230.84,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-05T16:51:34,charlie,64.169.171.91,Chicago,US,41.8781,-87.6298,MacBook,1,1,analyst,0
2026-01-05T17:03:59,frida,132.30.19.230,New York,US,40.7128,-74.006,Win10-Laptop,1,0,employee,0
2026-01-05T17:10:41,charlie,166.103.248.193,Chicago,US,41.8781,-87.6298,iPhone,1,1,analyst,0
2026-01-05T19:47:07,dana,166.44.85.92,Philadelphia,US,39.9526,-75.1652,iPhone,0,1,analyst,0
2026-01-05T19:50:30,hari,233.236.77.153,Bengaluru,IN,12.9716,77.5946,Win10-Laptop,1,0,engineer,0
2026-01-05T20:10:57,geeta,121.6.221.116,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-05T20:35:18,geeta,157.240.174.232,Bengaluru,IN,12.9716,77.5946,MacBook,1,1,employee,0
2026-01-06T00:12:21,frida,35.29.219.120,New York,US,40.7128,-74.006,MacBook,1,0,employee,0
2026-01-06T01:14:04,frida,38.56.238.157,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-06T01:37:44,charlie,198.174.151.177,Chicago,US,41.8781,-87.6298,Android,1,1,analyst,0
2026-01-06T02:00:43,alice,69.197.165.88,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-06T05:00:00,hari,104.237.107.241,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-06T07:07:53,charlie,117.201.53.134,Chicago,US,41.8781,-87.6298,Win10-Laptop,1,1,analyst,0
2026-01-06T07:22:28,geeta,50.121.89.113,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,employee,0
2026-01-06T08:32:21,edgar,239.91.232.81,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-06T09:32:48,alice,77.216.164.130,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-06T09:43:29,edgar,203.47.141.103,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-06T11:07:18,alice,225.185.68.249,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-06T11:25:47,hari,151.19.105.227,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-06T11:33:32,bob,246.210.166.209,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,admin,1
2026-01-06T12:07:25,dana,177.218.123.205,New York,US,40.7128,-74.006,MacBook,1,1,analyst,0
2026-01-06T12:29:11,frida,162.92.250.70,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-06T12:40:11,edgar,197.164.148.92,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-06T12:55:19,bob,20.131.163.30,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1
2026-01-06T13:26:41,dana,186.16.252.242,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-06T14:02:58,hari,196.112.246.66,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-06T14:32:09,charlie,107.236.247.22,Chicago,US,41.8781,-87.6298,MacBook,0,1,analyst,0
2026-01-06T17:04:17,geeta,127.160.241.166,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-06T18:52:55,geeta,109.148.81.142,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-07T00:42:29,geeta,246.107.214.241,Philadelphia,US,39.9526,-75.1652,Android,1,1,employee,0
2026-01-07T01:04:16,dana,135.197.191.148,New York,US,40.7128,-74.006,Android,0,1,analyst,0
2026-01-07T04:09:15,bob,195.195.168.20,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,admin,1
2026-01-07T06:03:41,hari,123.9.236.209,San Jose,US,37.3382,-121.8863,Android,1,1,engineer,0
2026-01-07T06:49:58,hari,163.177.95.179,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-07T06:51:45,charlie,43.239.252.190,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,analyst,0
2026-01-07T07:33:31,frida,119.72.4.187,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-07T08:30:22,charlie,82.18.77.12,Chicago,US,41.8781,-87.6298,Win10-Laptop,1,1,analyst,0
2026-01-07T09:19:15,alice,18.251.195.137,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-07 02:00:00,bob,149.115.175.237,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,admin,1
2026-01-07T10:29:26,frida,155.41.203.204,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-07T11:15:33,charlie,246.119.60.205,Chicago,US,41.8781,-87.6298,MacBook,1,1,analyst,0
2026-01-07T11:25:40,charlie,8.189.158.227,Chicago,US,41.8781,-87.6298,Win10-Laptop,1,1,analyst,0
2026-01-07T11:40:39,frida,59.23.106.220,New York,US,40.7128,-74.006,iPhone,1,1,employee,0
2026-01-07T11:46:36,dana,133.134.177.180,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-07T12:23:40,hari,38.67.155.117,San Jose,US,37.3382,-121.8863,iPhone,0,1,engineer,0
2026-01-07T12:43:41,geeta,217.42.160.54,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-07T14:00:38,alice,225.253.213.207,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,employee,0
2026-01-07T14:14:32,geeta,155.219.216.184,Philadelphia,US,39.9526,-75.1652,Win11-Work,1,1,employee,0
2026-01-07T14:22:39,dana,228.106.113.12,Chicago,US,41.8781,-87.6298,iPhone,1,1,analyst,0
2026-01-07T16:35:20,edgar,212.186.83.156,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-07T19:15:36,edgar,191.66.93.247,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-07T19:38:12,alice,200.237.136.236,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-07T21:54:10,dana,47.157.98.200,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,analyst,0
2026-01-07T22:56:36,bob,249.161.81.39,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1
2026-01-08T00:09:53,dana,3.165.240.41,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-08T06:28:28,edgar,73.153.5.133,New York,US,40.7128,-74.006,iPhone,0,0,employee,0
2026-01-08T06:33:58,hari,65.178.78.129,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-08T07:34:42,hari,193.225.237.187,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-08T07:49:05,hari,151.250.231.21,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-08T07:51:50,charlie,94.84.51.118,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-08T08:52:44,edgar,147.238.147.40,New York,US,40.7128,-74.006,Win11-Work,1,1,employee,0
2026-01-08T10:54:05,bob,142.245.203.190,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1
2026-01-08T11:18:44,geeta,52.41.156.126,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,employee,0
2026-01-08T12:08:56,edgar,220.81.6.198,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-08T12:09:58,frida,11.254.121.188,New York,US,40.7128,-74.006,Win10-Laptop,0,1,employee,0
2026-01-08T14:04:19,bob,74.20.166.222,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,admin,1
2026-01-08T14:06:50,geeta,54.143.13.5,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-08T15:49:08,alice,68.136.224.156,Philadelphia,US,39.9526,-75.1652,Win11-Work,1,1,employee,0
2026-01-08T18:27:47,frida,57.229.238.152,New York,US,40.7128,-74.006,iPhone,1,1,employee,0
2026-01-08T20:28:04,bob,152.15.91.130,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1
2026-01-08T20:43:09,hari,216.42.4.30,San Jose,US,37.3382,-121.8863,Win11-Work,1,1,engineer,0
2026-01-08T21:27:13,alice,183.80.103.172,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-08T21:39:06,dana,170.174.165.99,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-08T23:12:28,charlie,53.72.193.181,Chicago,US,41.8781,-87.6298,MacBook,1,1,analyst,0
2026-01-09T00:06:02,edgar,228.150.64.60,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-09T00:18:15,frida,79.42.181.118,New York,US,40.7128,-74.006,Win11-Work,1,1,employee,0
2026-01-09T03:25:37,charlie,209.173.181.205,London,GB,51.5074,-0.1278,MacBook,1,1,analyst,0
2026-01-09T06:09:03,bob,252.183.22.130,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1
2026-01-09T06:32:54,dana,193.126.83.62,New York,US,40.7128,-74.006,MacBook,1,1,analyst,0
2026-01-09T09:15:05,frida,244.56.34.92,New York,US,40.7128,-74.006,Android,0,1,employee,0
2026-01-09T09:57:02,bob,83.155.122.129,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1
2026-01-09T11:08:46,alice,201.122.207.105,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-09T11:21:50,geeta,69.230.39.219,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0
2026-01-09T11:44:19,hari,18.199.179.107,Chicago,US,41.8781,-87.6298,Android,1,0,engineer,0
2026-01-09T12:07:16,charlie,81.153.100.157,Chicago,US,41.8781,-87.6298,Win10-Laptop,1,1,analyst,0
2026-01-09T12:47:41,dana,1.212.24.203,Bengaluru,IN,12.9716,77.5946,Win10-Laptop,1,1,analyst,0
2026-01-09T13:16:51,edgar,56.188.20.186,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-09T14:11:23,charlie,36.148.99.109,Chicago,US,41.8781,-87.6298,iPhone,1,1,analyst,0
2026-01-09T14:57:02,alice,172.125.55.139,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,employee,0
2026-01-09T15:21:17,dana,210.61.21.118,Dallas,US,32.7767,-96.797,Win10-Laptop,1,1,analyst,0
2026-01-09T15:37:35,alice,162.16.59.18,Philadelphia,US,39.9526,-75.1652,MacBook,1,0,employee,0
2026-01-09T15:49:32,frida,211.26.116.127,Bengaluru,IN,12.9716,77.5946,Win10-Laptop,1,1,employee,0
2026-01-09T16:19:58,charlie,31.62.79.30,Chicago,US,41.8781,-87.6298,iPhone,1,1,analyst,0
2026-01-09T17:25:11,frida,163.1.221.161,New York,US,40.7128,-74.006,iPhone,1,1,employee,0
2026-01-09T17:28:51,dana,81.31.252.128,New York,US,40.7128,-74.006,MacBook,1,1,analyst,0
2026-01-09T19:20:50,edgar,180.148.210.233,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-09T19:54:36,frida,198.36.224.181,New York,US,40.7128,-74.006,MacBook,0,1,employee,0
2026-01-09T20:55:05,hari,54.239.192.102,London,GB,51.5074,-0.1278,iPhone,1,1,engineer,0
2026-01-09T21:51:04,geeta,144.58.125.67,Philadelphia,US,39.9526,-75.1652,Win11-Work,1,1,employee,0
2026-01-09T22:22:56,geeta,221.229.129.9,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-09T23:41:23,alice,58.17.87.6,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,employee,0
2026-01-10T04:44:55,geeta,238.243.113.205,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,employee,0
2026-01-10T07:33:26,hari,96.48.181.35,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,engineer,0
2026-01-10T08:21:04,bob,65.186.219.169,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1
2026-01-10T08:58:49,edgar,239.223.31.223,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-10T09:39:34,frida,159.226.86.189,New York,US,40.7128,-74.006,MacBook,1,1,employee,0
2026-01-10T09:41:11,bob,157.41.94.96,Frankfurt,DE,50.1109,8.6821,Win10-Laptop,1,1,admin,1
2026-01-10T09:58:38,bob,37.235.90.80,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1
2026-01-10T10:06:52,geeta,31.223.53.234,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0
2026-01-10T11:00:21,dana,141.134.96.180,New York,US,40.7128,-74.006,MacBook,1,1,analyst,0
2026-01-10T11:18:08,charlie,222.92.244.3,Chicago,US,41.8781,-87.6298,MacBook,1,1,analyst,0
2026-01-10T11:58:18,bob,14.203.162.166,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,admin,1
2026-01-10T12:12:31,hari,209.55.48.52,San Jose,US,37.3382,-121.8863,iPhone,1,1,engineer,0
2026-01-10T14:03:47,hari,231.224.105.113,San Jose,US,37.3382,-121.8863,iPhone,1,1,engineer,0
2026-01-10T14:12:06,alice,222.187.14.173,Bengaluru,IN,12.9716,77.5946,Win11-Work,1,1,employee,0
2026-01-10T15:29:53,geeta,157.201.220.243,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,employee,0
2026-01-10T15:38:30,dana,25.195.169.57,New York,US,40.7128,-74.006,iPhone,1,1,analyst,0
2026-01-10T16:11:31,charlie,45.143.43.126,Chicago,US,41.8781,-87.6298,Win11-Work,1,1,analyst,0
2026-01-10T17:34:28,alice,224.237.20.114,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-10T18:06:38,edgar,98.21.200.15,New York,US,40.7128,-74.006,Win10-Laptop,0,1,employee,0
2026-01-10T18:38:39,dana,168.172.117.244,New York,US,40.7128,-74.006,Win10-Laptop,1,1,analyst,0
2026-01-10T18:41:41,alice,28.64.50.49,Bengaluru,IN,12.9716,77.5946,Win11-Work,1,1,employee,0
2026-01-10T22:21:23,dana,85.144.197.159,New York,US,40.7128,-74.006,MacBook,1,1,analyst,0
2026-01-10T23:04:24,frida,110.193.70.179,New York,US,40.7128,-74.006,MacBook,1,0,employee,0
2026-01-11T02:17:04,hari,173.195.26.3,San Jose,US,37.3382,-121.8863,MacBook,1,1,engineer,0
2026-01-11T02:51:55,alice,139.215.4.249,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0
2026-01-11T03:13:21,bob,36.40.20.76,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1
2026-01-11T03:59:03,frida,14.29.99.94,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
2026-01-11T06:03:19,edgar,84.129.179.57,New York,US,40.7128,-74.006,Win10-Laptop,1,1,employee,0
