timestamp,user,ip,city,country,latitude,longitude,device,mfa_result,success,role,is_admin,hour,is_weekend,prev_latitude,prev_longitude,prev_timestamp,prev_ip,prev_device,prev_country,dist_km,mins_since_last,new_ip,new_device,new_country,risk_score,triage_note
2026-01-15 02:56:06+00:00,alice,54.184.88.53,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0,2,0,37.3382,-121.8863,2026-01-14 14:41:33+00:00,225.35.68.30,Win11-Work,US,4031.179967582875,734.55,1,1,0,75,"alice login from Philadelphia, US (4031 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-16 23:40:27+00:00,alice,34.164.251.68,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,23,0,39.9526,-75.1652,2026-01-16 11:10:47+00:00,29.20.242.227,Android,US,0.0,749.6666666666666,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-17 18:44:57+00:00,alice,142.38.111.33,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,employee,0,18,1,39.9526,-75.1652,2026-01-17 15:43:15+00:00,224.105.250.159,MacBook,US,0.0,181.7,1,0,0,40,"alice login from Philadelphia, US (0 km since last). Indicators: new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-20 08:16:02+00:00,alice,138.176.185.241,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,employee,0,8,0,39.9526,-75.1652,2026-01-19 20:22:41+00:00,85.241.8.30,MacBook,US,0.0,713.35,1,0,0,40,"alice login from Philadelphia, US (0 km since last). Indicators: new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-23 08:12:09+00:00,alice,197.19.117.107,Dallas,US,32.7767,-96.797,Win10-Laptop,1,1,employee,0,8,0,39.9526,-75.1652,2026-01-22 23:30:50+00:00,22.73.132.170,iPhone,US,2091.458822661461,521.3166666666667,1,1,0,75,"alice login from Dallas, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-23 14:44:00+00:00,alice,200.109.57.46,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0,14,0,32.7767,-96.797,2026-01-23 08:12:09+00:00,197.19.117.107,Win10-Laptop,US,2091.458822661461,391.85,1,1,0,75,"alice login from Philadelphia, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-24 17:51:44+00:00,alice,218.32.117.35,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,17,1,39.9526,-75.1652,2026-01-24 17:51:29+00:00,244.194.229.114,Android,US,0.0,0.25,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-27 09:39:34+00:00,alice,22.165.110.35,Bengaluru,IN,12.9716,77.5946,MacBook,1,1,employee,0,9,0,39.9526,-75.1652,2026-01-27 00:56:24+00:00,214.21.121.5,MacBook,US,13507.659689948685,523.1666666666666,1,0,1,55,"alice login from Bengaluru, IN (13507 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-27 09:55:29+00:00,alice,117.84.87.195,Philadelphia,US,39.9526,-75.1652,Android,1,1,employee,0,9,0,12.9716,77.5946,2026-01-27 09:39:34+00:00,22.165.110.35,MacBook,IN,13507.659689948685,15.916666666666666,1,1,1,75,"alice login from Philadelphia, US (13507 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-28 12:47:34+00:00,alice,246.167.11.194,London,GB,51.5074,-0.1278,Win10-Laptop,1,0,employee,0,12,0,39.9526,-75.1652,2026-01-27 12:47:34+00:00,70.112.125.8,MacBook,US,5714.917131701407,1440.0,1,1,1,75,"alice login from London, GB (5714 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-28 21:01:15+00:00,alice,33.122.172.30,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,21,0,51.5074,-0.1278,2026-01-28 12:47:34+00:00,246.167.11.194,Win10-Laptop,GB,5714.917131701407,493.68333333333334,1,0,1,80,"alice login from Philadelphia, US (5714 km since last). Indicators: impossible travel, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-31 19:39:42+00:00,alice,47.125.55.91,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,19,1,39.9526,-75.1652,2026-01-31 14:51:58+00:00,188.152.69.83,iPhone,US,0.0,287.73333333333335,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-02 19:45:31+00:00,alice,104.178.63.79,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,19,0,39.9526,-75.1652,2026-02-02 16:44:29+00:00,50.81.31.191,Win11-Work,US,0.0,181.03333333333333,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-04 09:28:21+00:00,alice,123.30.211.17,Philadelphia,US,39.9526,-75.1652,Android,0,1,employee,0,9,0,39.9526,-75.1652,2026-02-03 21:08:40+00:00,147.73.121.123,Win10-Laptop,US,0.0,739.6833333333333,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-05 16:39:47+00:00,alice,21.41.62.45,Dallas,US,32.7767,-96.797,MacBook,1,1,employee,0,16,0,39.9526,-75.1652,2026-02-05 15:28:58+00:00,79.146.159.16,Android,US,2091.458822661461,70.81666666666666,1,1,0,75,"alice login from Dallas, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-06 02:35:04+00:00,alice,121.75.9.60,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,employee,0,2,0,32.7767,-96.797,2026-02-05 16:39:47+00:00,21.41.62.45,MacBook,US,2091.458822661461,595.2833333333333,1,1,0,75,"alice login from Philadelphia, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-07 04:38:16+00:00,alice,148.151.244.6,Dallas,US,32.7767,-96.797,Win10-Laptop,1,1,employee,0,4,1,39.9526,-75.1652,2026-02-06 16:50:40+00:00,30.140.58.166,Win11-Work,US,2091.458822661461,707.6,1,1,0,75,"alice login from Dallas, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-07 12:09:58+00:00,alice,203.79.153.192,Philadelphia,US,39.9526,-75.1652,Android,1,0,employee,0,12,1,32.7767,-96.797,2026-02-07 04:38:16+00:00,148.151.244.6,Win10-Laptop,US,2091.458822661461,451.7,1,1,0,75,"alice login from Philadelphia, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-09 03:16:20+00:00,alice,1.169.223.139,Bengaluru,IN,12.9716,77.5946,iPhone,1,1,employee,0,3,0,39.9526,-75.1652,2026-02-08 23:28:58+00:00,209.126.249.24,Win10-Laptop,US,13507.659689948685,227.36666666666667,1,1,1,75,"alice login from Bengaluru, IN (13507 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-09 05:29:26+00:00,alice,114.195.14.53,London,GB,51.5074,-0.1278,Win10-Laptop,1,1,employee,0,5,0,12.9716,77.5946,2026-02-09 03:16:20+00:00,1.169.223.139,iPhone,IN,8040.937275389995,133.1,1,1,1,75,"alice login from London, GB (8040 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-10 09:40:38+00:00,alice,4.142.105.24,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0,9,0,51.5074,-0.1278,2026-02-09 05:29:26+00:00,114.195.14.53,Win10-Laptop,GB,5714.917131701407,1691.2,1,1,1,75,"alice login from Philadelphia, US (5714 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-13 12:54:28+00:00,alice,223.168.249.40,Frankfurt,DE,50.1109,8.6821,Android,0,1,employee,0,12,0,39.9526,-75.1652,2026-02-13 07:09:31+00:00,85.223.26.224,MacBook,US,6349.1867606104315,344.95,1,1,1,100,"alice login from Frankfurt, DE (6349 km since last). Indicators: impossible travel, new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-13 16:04:30+00:00,alice,102.167.21.219,Philadelphia,US,39.9526,-75.1652,Win11-Work,1,1,employee,0,16,0,50.1109,8.6821,2026-02-13 12:54:28+00:00,223.168.249.40,Android,DE,6349.1867606104315,190.03333333333333,1,1,1,75,"alice login from Philadelphia, US (6349 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-15 11:44:19+00:00,alice,76.92.96.111,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,11,1,39.9526,-75.1652,2026-02-14 12:21:54+00:00,161.184.228.195,Win10-Laptop,US,0.0,1402.4166666666667,1,0,0,40,"alice login from Philadelphia, US (0 km since last). Indicators: new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-16 16:16:29+00:00,alice,231.74.174.140,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,16,0,39.9526,-75.1652,2026-02-16 15:10:04+00:00,164.247.109.177,iPhone,US,0.0,66.41666666666667,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-19 18:46:08+00:00,alice,52.34.202.139,San Jose,US,37.3382,-121.8863,iPhone,1,1,employee,0,18,0,39.9526,-75.1652,2026-02-19 07:56:23+00:00,66.234.212.242,Android,US,4031.179967582875,649.75,1,1,0,75,"alice login from San Jose, US (4031 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-19 21:40:06+00:00,alice,113.9.149.94,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0,21,0,37.3382,-121.8863,2026-02-19 18:46:08+00:00,52.34.202.139,iPhone,US,4031.179967582875,173.96666666666667,1,1,0,75,"alice login from Philadelphia, US (4031 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-21 15:23:05+00:00,alice,117.95.173.192,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,employee,0,15,1,39.9526,-75.1652,2026-02-21 12:52:29+00:00,36.12.243.10,Win10-Laptop,US,0.0,150.6,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-22 10:19:31+00:00,alice,117.95.172.244,Dallas,US,32.7767,-96.797,MacBook,1,1,employee,0,10,1,39.9526,-75.1652,2026-02-21 15:23:05+00:00,117.95.173.192,MacBook,US,2091.458822661461,1136.4333333333334,1,0,0,55,"alice login from Dallas, US (2091 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-22 12:47:44+00:00,alice,40.227.107.168,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0,12,1,32.7767,-96.797,2026-02-22 10:19:31+00:00,117.95.172.244,MacBook,US,2091.458822661461,148.21666666666667,1,0,0,55,"alice login from Philadelphia, US (2091 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-23 07:41:22+00:00,alice,218.211.117.24,San Jose,US,37.3382,-121.8863,iPhone,1,1,employee,0,7,0,39.9526,-75.1652,2026-02-23 02:42:13+00:00,202.86.63.254,iPhone,US,4031.179967582875,299.15,1,0,0,55,"alice login from San Jose, US (4031 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-24 00:55:14+00:00,alice,1.71.220.252,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,employee,0,0,0,37.3382,-121.8863,2026-02-23 07:41:22+00:00,218.211.117.24,iPhone,US,4031.179967582875,1033.8666666666666,1,1,0,75,"alice login from Philadelphia, US (4031 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-25 12:32:14+00:00,alice,222.169.134.78,Philadelphia,US,39.9526,-75.1652,Android,0,1,employee,0,12,0,39.9526,-75.1652,2026-02-24 17:09:08+00:00,222.7.34.4,iPhone,US,0.0,1163.1,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-02-28 03:23:51+00:00,alice,144.85.172.32,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,employee,0,3,1,39.9526,-75.1652,2026-02-27 11:32:38+00:00,168.167.225.197,iPhone,US,0.0,951.2166666666667,1,1,0,60,"alice login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-02 14:09:10+00:00,bob,114.170.109.125,Philadelphia,US,39.9526,-75.1652,MacBook,0,0,admin,1,14,0,39.9526,-75.1652,2026-01-02 12:10:23+00:00,153.22.227.14,Android,US,0.0,118.78333333333333,1,1,0,60,"bob login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-05 08:29:58+00:00,bob,182.164.107.75,London,GB,51.5074,-0.1278,Win11-Work,1,1,admin,1,8,0,39.9526,-75.1652,2026-01-04 12:07:00+00:00,137.181.59.129,iPhone,US,5714.917131701407,1222.9666666666667,1,1,1,75,"bob login from London, GB (5714 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-05 13:23:05+00:00,bob,103.135.21.102,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1,13,0,51.5074,-0.1278,2026-01-05 08:29:58+00:00,182.164.107.75,Win11-Work,GB,5714.917131701407,293.1166666666667,1,1,1,75,"bob login from Philadelphia, US (5714 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-05 16:07:25+00:00,bob,118.213.177.236,London,GB,51.5074,-0.1278,MacBook,1,1,admin,1,16,0,39.9526,-75.1652,2026-01-05 13:23:05+00:00,103.135.21.102,iPhone,US,5714.917131701407,164.33333333333334,1,1,1,75,"bob login from London, GB (5714 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-06 11:33:32+00:00,bob,246.210.166.209,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,admin,1,11,0,51.5074,-0.1278,2026-01-05 16:07:25+00:00,118.213.177.236,MacBook,GB,5714.917131701407,1166.1166666666666,1,0,1,55,"bob login from Philadelphia, US (5714 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-07 04:09:15+00:00,bob,195.195.168.20,San Jose,US,37.3382,-121.8863,Win10-Laptop,1,1,admin,1,4,0,39.9526,-75.1652,2026-01-06 12:55:19+00:00,20.131.163.30,Win10-Laptop,US,4031.179967582875,913.9333333333333,1,0,0,55,"bob login from San Jose, US (4031 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-07 22:56:36+00:00,bob,249.161.81.39,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1,22,0,37.3382,-121.8863,2026-01-07 04:09:15+00:00,195.195.168.20,Win10-Laptop,US,4031.179967582875,1127.35,1,0,0,55,"bob login from Philadelphia, US (4031 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-08 11:39:05+00:00,bob,235.213.121.179,Bengaluru,IN,12.9716,77.5946,Win11-Work,1,0,admin,1,11,0,39.9526,-75.1652,2026-01-08 10:54:05+00:00,142.245.203.190,Win10-Laptop,US,13507.659689948685,45.0,1,1,1,75,"bob login from Bengaluru, IN (13507 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-08 14:04:19+00:00,bob,74.20.166.222,Philadelphia,US,39.9526,-75.1652,MacBook,0,1,admin,1,14,0,12.9716,77.5946,2026-01-08 11:39:05+00:00,235.213.121.179,Win11-Work,IN,13507.659689948685,145.23333333333332,1,1,1,100,"bob login from Philadelphia, US (13507 km since last). Indicators: impossible travel, new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-10 09:41:11+00:00,bob,157.41.94.96,Frankfurt,DE,50.1109,8.6821,Win10-Laptop,1,1,admin,1,9,1,39.9526,-75.1652,2026-01-10 08:21:04+00:00,65.186.219.169,Win10-Laptop,US,6349.1867606104315,80.11666666666666,1,0,1,55,"bob login from Frankfurt, DE (6349 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-10 09:58:38+00:00,bob,37.235.90.80,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,1,admin,1,9,1,50.1109,8.6821,2026-01-10 09:41:11+00:00,157.41.94.96,Win10-Laptop,DE,6349.1867606104315,17.45,1,0,1,55,"bob login from Philadelphia, US (6349 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-14 11:07:18+00:00,bob,38.213.112.24,Chicago,US,41.8781,-87.6298,Win10-Laptop,1,1,admin,1,11,0,39.9526,-75.1652,2026-01-13 17:50:28+00:00,201.121.232.214,MacBook,US,1070.5725893191616,1036.8333333333333,1,1,0,75,"bob login from Chicago, US (1070 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-14 17:58:14+00:00,bob,107.14.102.129,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,admin,1,17,0,41.8781,-87.6298,2026-01-14 11:07:18+00:00,38.213.112.24,Win10-Laptop,US,1070.5725893191616,410.93333333333334,1,1,0,75,"bob login from Philadelphia, US (1070 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-17 10:55:30+00:00,bob,5.92.202.18,Bengaluru,IN,12.9716,77.5946,iPhone,1,1,admin,1,10,1,39.9526,-75.1652,2026-01-16 22:15:19+00:00,160.118.17.29,Android,US,13507.659689948685,760.1833333333333,1,1,1,75,"bob login from Bengaluru, IN (13507 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-17 11:23:04+00:00,bob,130.142.6.100,Philadelphia,US,39.9526,-75.1652,iPhone,1,1,admin,1,11,1,12.9716,77.5946,2026-01-17 10:55:30+00:00,5.92.202.18,iPhone,IN,13507.659689948685,27.566666666666666,1,0,1,55,"bob login from Philadelphia, US (13507 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-17 12:18:27+00:00,bob,171.172.22.135,London,GB,51.5074,-0.1278,Win10-Laptop,1,1,admin,1,12,1,39.9526,-75.1652,2026-01-17 11:23:04+00:00,130.142.6.100,iPhone,US,5714.917131701407,55.38333333333333,1,1,1,75,"bob login from London, GB (5714 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-17 22:53:57+00:00,bob,148.62.184.37,Philadelphia,US,39.9526,-75.1652,Android,1,1,admin,1,22,1,51.5074,-0.1278,2026-01-17 12:18:27+00:00,171.172.22.135,Win10-Laptop,GB,5714.917131701407,635.5,1,1,1,75,"bob login from Philadelphia, US (5714 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-19 13:52:34+00:00,bob,74.92.221.200,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,admin,1,13,0,39.9526,-75.1652,2026-01-19 10:28:57+00:00,178.128.95.237,MacBook,US,0.0,203.61666666666667,1,1,0,60,"bob login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-19 18:18:12+00:00,bob,80.132.102.254,Dallas,US,32.7767,-96.797,Android,1,1,admin,1,18,0,39.9526,-75.1652,2026-01-19 17:03:55+00:00,112.228.103.191,iPhone,US,2091.458822661461,74.28333333333333,1,1,0,75,"bob login from Dallas, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-20 11:27:10+00:00,bob,223.234.91.158,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,1,0,admin,1,11,0,32.7767,-96.797,2026-01-19 18:18:12+00:00,80.132.102.254,Android,US,2091.458822661461,1028.9666666666667,1,1,0,75,"bob login from Philadelphia, US (2091 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-26 13:01:05+00:00,bob,107.159.164.8,San Jose,US,37.3382,-121.8863,MacBook,1,1,admin,1,13,0,39.9526,-75.1652,2026-01-25 22:57:18+00:00,142.71.33.161,Win10-Laptop,US,4031.179967582875,843.7833333333333,1,1,0,75,"bob login from San Jose, US (4031 km since last). Indicators: impossible travel, new device, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-26 14:19:39+00:00,bob,242.149.40.44,Philadelphia,US,39.9526,-75.1652,MacBook,1,1,admin,1,14,0,37.3382,-121.8863,2026-01-26 13:01:05+00:00,107.159.164.8,MacBook,US,4031.179967582875,78.56666666666666,1,0,0,55,"bob login from Philadelphia, US (4031 km since last). Indicators: impossible travel, new IP. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
2026-01-28 13:28:15+00:00,bob,222.158.108.64,Philadelphia,US,39.9526,-75.1652,Win10-Laptop,0,1,admin,1,13,0,39.9526,-75.1652,2026-01-28 08:25:08+00:00,62.120.32.69,Android,US,0.0,303.1166666666667,1,1,0,60,"bob login from Philadelphia, US (0 km since last). Indicators: new device, new IP, MFA not completed. Next: confirm user, review last 3 logins, enforce MFA, check access changes."
